City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,pangnirtung,66.1451,-65.7125,-12.51,96,100,1.12,CA,1679895061
365,huaihua,27.5494,109.9592,9.7,87,100,1.31,CN,1679895061
366,nalut,30.3333,10.85,17.81,23,0,2.86,LY,1679895062
367,taltal,-25.4,-70.4833,19.91,85,62,0.98,CL,1679895022
368,dakar,14.6937,-17.4441,21.49,85,49,5.31,SN,1679894968
369,belaya gora,68.5333,146.4167,-11.81,85,32,3.65,RU,1679895063
370,sorkjosen,69.8,20.9333,-12.0,72,0,5.14,NO,1679895064
371,henties bay,-22.116,14.2845,16.11,92,10,1.61,NA,1679895064
372,eyl,7.9803,49.8164,28.8,65,61,3.74,SO,1679895065
373,fairbanks,64.8378,-147.7164,0.19,49,100,1.54,US,1679895066
374,winnemucca,40.973,-117.7357,-3.97,80,0,2.06,US,1679895066
375,lake charles,30.2131,-93.2044,22.0,98,100,2.57,US,1679894901
376,portland,45.5234,-122.6762,4.23,93,100,2.68,US,1679894391
377,polunochnoye,60.8697,60.4153,0.28,99,100,1.66,RU,1679895067
378,bilma,18.6853,12.9164,20.89,20,0,2.93,NE,1679895138
379,sinj,43.7036,16.6394,9.94,91,68,1.73,HR,1679895138
380,chumikan,54.7183,135.315,0.19,85,11,4.69,RU,1679895139
381,tigil,57.8,158.6667,-1.56,80,51,6.5,RU,1679895139
382,charagua,-19.8,-63.2167,18.08,97,93,1.49,BO,1679895140
383,port lincoln,-34.7333,135.8667,20.74,69,69,2.88,AU,1679895140
384,kahramanmaras,38.0,37.0,8.43,77,52,1.2,TR,1679895141
385,cabitan,12.2943,123.3412,31.93,50,26,4.46,PH,1679895141
386,pilar,-9.5972,-35.9567,22.96,90,48,0.71,BR,1679894904
387,kutum,14.2,24.6667,17.99,27,53,5.81,SD,1679895142
388,reyes,-14.3167,-67.3833,21.63,99,100,1.14,BO,1679895142
389,sandpoint,48.2766,-116.5533,0.08,88,0,0.45,US,1679895143
390,abu kamal,34.4506,40.9171,16.52,76,66,5.22,SY,1679895144
391,xilitla,21.3333,-98.9667,22.4,85,35,1.59,MX,1679895144
392,jumla,29.2747,82.1838,15.51,23,0,2.78,NP,1679895145
393,saint anthony,45.0205,-93.218,-0.48,60,0,3.6,US,1679895145
394,kungurtug,50.5994,97.5228,3.49,61,29,0.69,RU,1679895146
395,waingapu,-9.6567,120.2641,28.82,72,83,2.85,ID,1679895146
396,darnah,32.767,22.6367,16.2,45,0,3.25,LY,1679895147
397,umtata,-31.5889,28.7844,11.31,82,20,3.6,ZA,1679895147
398,taoudenni,22.6783,-3.9836,25.06,18,22,2.62,ML,1679895148
399,khudumelapye,-23.8833,24.75,22.52,49,17,2.53,BW,1679895148
400,bezerros,-8.2333,-35.7969,20.66,95,41,1.71,BR,1679895149
401,ciudad bolivar,8.1222,-63.5497,24.04,74,58,5.15,VE,1679895149
402,mandalgovi,45.7625,106.2708,7.89,17,5,2.08,MN,1679895150
403,disna,55.568,28.1971,4.07,75,74,5.16,BY,1679895151
404,banda aceh,5.5577,95.3222,29.3,73,100,5.51,ID,1679895151
405,saint-francois,46.4154,3.9054,4.69,81,100,8.23,FR,1679895152
406,lompoc,34.6391,-120.4579,8.4,76,0,8.05,US,1679895060
407,nishihara,26.1842,127.7558,19.82,78,75,6.69,JP,1679895153
408,araouane,18.9048,-3.5265,23.09,17,5,2.95,ML,1679895153
409,iralaya,15.0,-83.2333,25.52,79,70,4.03,HN,1679895154
410,saint-pierre,-21.3393,55.4781,27.82,57,0,2.06,RE,1679895154
411,trinidad,-14.8333,-64.9,22.15,98,99,1.11,BO,1679895001
412,nome,64.5011,-165.4064,-1.96,86,0,4.12,US,1679895155
413,oriximina,-1.7656,-55.8661,22.54,97,80,1.17,BR,1679895156
414,grand gaube,-20.0064,57.6608,27.43,72,71,2.68,MU,1679895156
415,arman,59.7,150.1667,-3.88,88,100,0.96,RU,1679895157
416,kampong thum,12.7111,104.8887,38.54,28,46,4.17,KH,1679895157
417,casas grandes,30.3667,-107.95,10.24,22,51,2.81,MX,1679895158
418,kourou,5.1552,-52.6478,24.03,86,57,3.05,GF,1679895007
419,porto santo,33.072,-16.3415,17.21,88,40,4.63,PT,1679895158
420,makinsk,52.6292,70.4169,2.59,98,98,3.49,KZ,1679895159
421,baruun-urt,46.6806,113.2792,7.23,28,77,4.49,MN,1679895159
422,shimoda,34.6667,138.95,15.2,73,100,5.68,JP,1679895160
423,panji,-7.7253,114.0995,30.55,64,44,2.99,ID,1679895160
424,joshimath,30.5667,79.5667,15.63,42,0,3.04,IN,1679895161
425,sao felix do xingu,-6.6447,-51.995,21.05,99,90,0.3,BR,1679895161
426,kodiak,57.79,-152.4072,1.73,80,0,1.54,US,1679895161
427,angoche,-16.2325,39.9086,25.97,88,73,2.34,MZ,1679895162
428,kilimatinde,-5.85,34.95,21.43,78,89,0.24,TZ,1679895162
429,sovetskiy,61.3614,63.5842,-1.23,79,100,2.94,RU,1679895163
430,guerrero negro,27.9769,-114.0611,13.59,71,57,6.32,MX,1679895109
431,hamilton,39.1834,-84.5333,13.33,66,0,2.06,US,1679894497
432,tolmezzo,46.4075,13.0175,5.24,88,100,1.32,IT,1679895164
433,aksha,50.2814,113.2867,7.78,42,94,4.82,RU,1679895164
434,derzhavinsk,51.1,66.3167,2.75,93,99,1.31,KZ,1679895235
435,weihe,32.9952,105.3247,13.67,48,94,3.16,CN,1679895235
436,tabuk,17.4189,121.4443,30.68,53,43,2.58,PH,1679894939
437,coquimbo,-29.9533,-71.3436,17.85,82,100,1.03,CL,1679895236
438,alvaraes,-3.2208,-64.8042,22.09,99,82,1.07,BR,1679895237
439,port hardy,50.6996,-127.4199,6.0,87,100,2.57,CA,1679895237
440,castellammare del golfo,38.0188,12.8858,15.62,88,29,0.77,IT,1679895238
441,xifeng,42.7372,124.7222,11.52,21,66,6.16,CN,1679895238
442,awbari,26.5921,12.7805,17.08,21,0,0.81,LY,1679895239
443,saint george,37.1041,-113.5841,4.58,48,0,4.12,US,1679895088
444,kota belud,6.351,116.4305,28.61,74,81,3.22,MY,1679895239
445,manzanillo,20.3433,-77.1167,24.63,71,58,1.16,CU,1679895240
446,muana,-1.5283,-49.2167,22.76,96,100,0.44,BR,1679895240
447,union city,37.5958,-122.0192,9.34,72,0,2.24,US,1679895194
448,kalisz,51.7611,18.091,2.93,84,99,6.04,PL,1679895241
449,gat,31.61,34.7642,15.43,100,12,2.71,IL,1679895004
450,bereda,43.2686,-7.5406,3.1,100,36,0.29,ES,1679895241
451,kenai,60.5544,-151.2583,-1.06,52,100,1.54,US,1679895242
452,rincon,32.296,-81.2354,21.59,89,0,2.57,US,1679895243
453,celestun,20.8667,-90.4,26.48,64,7,6.87,MX,1679895244
454,moron,-34.6534,-58.6198,19.98,76,0,1.32,AR,1679895244
455,pingliang,35.5392,106.6861,15.13,23,48,4.32,CN,1679895245
456,bellview,30.4616,-87.315,23.95,96,100,4.12,US,1679895245
457,sibolga,1.7427,98.7792,31.15,62,100,2.93,ID,1679895246
458,upington,-28.4478,21.2561,16.21,59,0,3.09,ZA,1679895246
459,holme,56.1138,10.1725,-2.68,91,37,3.26,DK,1679895247
460,russell,32.3502,-85.1999,21.22,88,75,2.06,US,1679895247
461,labuhan,-6.8844,112.2051,27.71,78,100,2.67,ID,1679895247
462,tiarei,-17.5333,-149.3333,27.01,71,81,4.03,PF,1679895248
463,horsham,51.064,-0.3272,5.36,79,0,3.09,GB,1679895248
464,port macquarie,-31.4333,152.9167,23.27,79,89,2.89,AU,1679895249
465,lere,10.387,8.5726,21.91,19,100,1.07,NG,1679895249
466,muisne,0.6,-80.0333,25.75,78,80,0.25,EC,1679895250
467,kahului,20.8947,-156.47,24.01,77,20,2.57,US,1679895216
468,malabo,3.75,8.7833,24.92,83,20,2.57,GQ,1679894721
469,juba,4.8517,31.5825,26.16,64,100,2.02,SS,1679895250
470,hami,42.8,93.45,17.79,12,11,2.23,CN,1679895251
471,maceio,-9.6658,-35.7353,23.69,94,75,3.09,BR,1679894885
472,carlos chagas,-17.7031,-40.7664,21.05,96,7,0.09,BR,1679895252
473,zhezkazgan,47.8043,67.7144,11.99,47,0,4.0,KZ,1679895252
474,nhlangano,-27.1167,31.2,13.46,88,96,2.16,SZ,1679895252
475,valparaiso,-33.0393,-71.6273,13.8,94,40,1.03,CL,1679895084
476,altus,34.6381,-99.334,8.73,54,0,7.72,US,1679895253
477,jensen beach,27.2545,-80.2298,24.47,85,0,2.24,US,1679895254
478,vanimo,-2.6741,141.3028,29.42,62,94,1.28,PG,1679895254
479,marzuq,14.4,46.4667,25.36,56,9,3.13,YE,1679895255
480,kortkeros,61.8106,51.5806,-2.0,89,100,4.43,RU,1679895255
481,muravlenko,63.7898,74.523,-9.09,86,58,12.24,RU,1679895256
482,natchitoches,31.7668,-93.1335,15.99,100,100,0.0,US,1679895256
483,kalabo,-14.97,22.6814,21.42,79,90,1.48,ZM,1679895257
484,agaro,7.85,36.65,21.96,58,97,1.44,ET,1679895257
485,belyy yar,53.6039,91.3903,14.94,24,0,8.0,RU,1679895328
486,mataram,-8.5833,116.1167,32.45,70,27,3.0,ID,1679895328
487,xingtai,37.0631,114.4942,22.27,10,0,4.19,CN,1679895329
488,trairi,-3.2778,-39.2689,22.63,97,29,1.6,BR,1679895329
489,rambha,19.5167,85.1,33.31,48,3,3.64,IN,1679895330
490,portalegre,39.2938,-7.4312,6.85,59,100,1.49,PT,1679895331
491,mount gambier,-37.8333,140.7667,13.63,94,100,1.86,AU,1679895332
492,egvekinot,66.3167,-179.1667,-22.53,99,72,2.64,RU,1679895333
493,takoradi,4.8845,-1.7554,26.48,82,89,3.1,GH,1679895333
494,isiolo,0.3546,37.5822,23.22,60,95,1.08,KE,1679895334
495,horqueta,-23.3428,-57.0597,18.31,91,66,2.23,PY,1679895335
496,caloocan,14.6571,120.9841,33.93,57,20,5.66,PH,1679895335
497,podor,16.6527,-14.9587,23.97,46,0,1.03,MR,1679895336
498,pionerskiy,54.9508,20.2275,1.91,73,100,8.34,RU,1679895336
499,narsaq,60.9167,-46.05,0.12,78,100,2.34,GL,1679895337
500,bubaque,11.2833,-15.8333,25.43,68,3,6.04,GW,1679895337
501,neepawa,50.2289,-99.4664,-9.78,98,100,2.9,CA,1679895338
502,bataipora,-22.2953,-53.2711,21.37,97,100,1.59,BR,1679895338
503,dunedin,-45.8742,170.5036,16.35,71,77,1.91,NZ,1679895339
504,lakhimpur,27.95,80.7667,31.91,16,0,7.79,IN,1679895339
505,nha trang,12.25,109.1833,32.0,60,1,3.88,VN,1679895152
506,motygino,58.1831,94.7592,1.12,100,100,5.95,RU,1679895340
507,yarada,17.65,83.2667,31.18,66,40,5.66,IN,1679895340
508,padang,-0.9492,100.3543,31.03,65,83,2.37,ID,1679895341
509,gornopravdinsk,60.05,69.9,4.26,83,60,2.45,RU,1679895341
510,serebryansk,49.6925,83.2892,3.56,89,82,0.57,KZ,1679895341
511,veraval,20.9,70.3667,27.92,49,17,3.86,IN,1679895226
512,jibuti,11.5,42.5,25.65,70,84,4.35,DJ,1679895342
513,saint-augustin,51.226,-58.6502,-2.5,85,96,4.33,CA,1679895342
514,tucurui,-3.7661,-49.6725,22.94,99,100,2.35,BR,1679895064
515,lithgow,-33.4833,150.15,15.8,94,100,2.8,AU,1679895343
516,mecca,21.4267,39.8261,23.15,37,7,5.3,SA,1679895344
517,kintampo,8.0563,-1.7306,24.93,74,99,1.57,GH,1679895344
518,college,64.8569,-147.8028,0.18,49,100,1.54,US,1679895344
519,mehtar lam,34.6714,70.2094,20.75,35,9,1.66,AF,1679895345
520,kalmunai,7.4167,81.8167,29.19,65,40,2.8,LK,1679895345
521,bolshaya rechka,51.9503,104.7355,7.15,65,67,1.44,RU,1679895346
522,northfield,44.4583,-93.1616,-0.78,77,0,3.09,US,1679895346
523,miles city,46.4083,-105.8406,-3.46,86,100,7.2,US,1679895347
524,sault sainte marie,46.5168,-84.3333,-0.84,80,75,4.12,CA,1679895231
525,luoyang,34.6836,112.4536,22.19,26,13,1.96,CN,1679895279
526,sturgis,41.7992,-85.4192,6.81,100,75,1.54,US,1679895348
527,lima,-12.0432,-77.0282,23.83,81,0,5.14,PE,1679894671
528,high level,58.5169,-117.136,-13.94,66,40,1.03,CA,1679895348
529,mitchell,43.7094,-98.0298,-6.01,80,0,2.57,US,1679895349
530,santa rosa,14.3122,121.1114,33.99,46,6,6.22,PH,1679895348
531,makasar,-5.14,119.4221,29.07,69,99,3.03,ID,1679895349
532,lebedinyy,58.5167,125.5167,-2.18,83,96,7.52,RU,1679895350
533,alice,27.7523,-98.0697,21.97,94,100,2.57,US,1679895350
534,ipswich,52.0592,1.1555,1.83,85,100,4.12,GB,1679895351
535,dedza,-14.3779,34.3332,17.47,83,12,0.71,MW,1679895351
536,palmer,42.1584,-72.3287,7.23,78,0,0.0,US,1679895352
537,okhotsk,59.3833,143.3,-5.74,76,4,1.11,RU,1679895352
